Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
Marshall Islands,Parliamentary,2007,0.50070,18093.00,36134.00,0.526,34371.00,61815.00,,No
Marshall Islands,Parliamentary,2003,0.64140,20078.00,31302.00,0.668,30063.00,56448.00,,No
Marshall Islands,Parliamentary,1999,,,,,26021.00,52295.00,,No
Marshall Islands,Parliamentary,1995,,,,,23321.00,49639.00,,No
Mauritania,Parliamentary,2018,0.72460,1027367.00,1417823.00,0.483,2125242.00,3840429.00,0.316,No
Mauritania,Parliamentary,2013,0.73900,878693.00,1189105.00,0.564,1557779.00,3437610.00,0.320,No
Mauritania,Parliamentary,2006,0.73420,788029.00,1073287.00,0.547,1439858.00,3177388.00,0.156,No
Mauritania,Parliamentary,2001,0.54450,560045.00,1028630.00,0.473,1184069.00,2565791.00,,No
Mauritania,Parliamentary,1996,0.52060,541849.00,1040855.00,0.477,1135690.00,2331248.00,,No
Mauritania,Parliamentary,1992,0.38860,456237.00,1174087.00,0.425,1074570.00,2107000.00,0.012,No
Mauritania,Presidential,2019,0.62660,967597.00,1544132.00,0.443,2184439.00,3922758.00,0.040,No
Mauritania,Presidential,2014,0.56460,749865.00,1328168.00,0.403,1859595.00,3516806.00,0.059,No
Mauritania,Presidential,2009,0.61510,816974.00,1265063.00,0.497,1644916.00,3129486.00,0.047,No
Mauritania,Presidential,2007,0.67440,764045.00,1132877.00,0.515,1484514.00,3364940.00,0.075,No
Mauritania,Presidential,2003,0.60860,673591.00,1106827.00,0.513,1312025.00,2893000.00,0.023,No
Mauritania,Presidential,1997,0.74730,899444.00,1203668.00,0.747,1203518.00,2349840.00,0.009,No
Mauritania,Presidential,1992,0.46550,551356.00,1184372.00,0.513,1074570.00,2107000.00,0.004,No
Mauritius,Parliamentary,2019,0.77010,725236.00,941719.00,0.695,1044325.00,1371946.00,,No
Mauritius,Parliamentary,2014,0.74410,697231.00,936975.00,0.712,978887.00,1331155.00,,No
Mauritius,Parliamentary,2010,0.77820,684768.00,879897.00,0.726,942840.00,1213000.00,0.009,No
Mauritius,Parliamentary,2005,0.81250,664081.00,817356.00,0.753,881457.00,1242821.00,,No
Mauritius,Parliamentary,2000,0.80870,630292.00,779433.00,0.796,792125.00,1174772.00,0.011,No
Mauritius,Parliamentary,1995,0.79690,567810.00,712513.00,0.771,736560.00,1116000.00,0.015,No
Mauritius,Parliamentary,1991,0.84080,573419.00,682000.00,0.825,695500.00,1070000.00,,No
Mauritius,Parliamentary,1987,0.85000,543565.00,639488.00,0.846,642320.00,1036000.00,,No
Mauritius,Parliamentary,1983,0.87040,470008.00,540000.00,0.770,610080.00,992000.00,0.012,No
Mauritius,Parliamentary,1982,0.90000,486000.00,540000.00,0.915,531360.00,984000.00,,No
Mauritius,Parliamentary,1976,,400486.00,,0.844,474350.00,894000.00,,No
Mexico,Parliamentary,2018,0.63210,56300247.00,89069718.00,0.656,85801675.00,125959205.00,0.040,Yes
Mexico,Parliamentary,2015,0.47720,39872757.00,83563190.00,0.489,81488136.00,121736809.00,,Yes
Mexico,Parliamentary,2012,0.62450,48425584.00,77547511.00,0.637,76008240.00,114975406.00,0.050,Yes
Mexico,Parliamentary,2009,0.44610,34560344.00,77470785.00,,72347857.00,111211789.00,0.054,Yes
Mexico,Parliamentary,2006,0.58900,42026083.00,71351585.00,0.636,66061738.00,107449525.00,0.030,Yes
Mexico,Parliamentary,2003,0.41680,26968371.00,64710596.00,0.434,62077369.00,103400165.00,0.034,Yes
Mexico,Parliamentary,2000,0.57240,30214419.00,52789209.00,0.482,62684899.00,100294036.00,0.028,Yes
Mexico,Parliamentary,1997,0.57690,30120221.00,52208966.00,0.544,55406943.00,95529212.00,,Yes
Mexico,Parliamentary,1994,0.77730,35545831.00,45729053.00,0.659,53944640.00,93008000.00,,Yes
Mexico,Parliamentary,1991,0.61110,24149001.00,39517979.00,0.500,48309800.00,87836000.00,0.042,Yes
Mexico,Parliamentary,1988,0.49430,18820415.00,38074926.00,0.414,45496550.00,82721000.00,0.033,Yes
Mexico,Parliamentary,1985,0.51820,18281851.00,35278369.00,0.451,40527760.00,77938000.00,0.051,Yes
Mexico,Parliamentary,1982,0.72560,22866719.00,31516370.00,0.638,35829780.00,73122000.00,0.049,Yes
Mexico,Parliamentary,1979,0.49430,13796410.00,27912053.00,0.418,33034820.00,67418000.00,0.050,Yes
Mexico,Parliamentary,1976,0.62010,16068911.00,25913066.00,0.553,29046470.00,61801000.00,0.057,Yes
Mexico,Parliamentary,1973,0.60300,15009984.00,24890261.00,0.652,23025600.00,56160000.00,0.100,Yes
Mexico,Parliamentary,1970,0.64380,13940862.00,21654217.00,0.655,21289800.00,50690000.00,0.042,Yes
Mexico,Parliamentary,1967,0.62820,9938814.00,15821075.00,0.536,18547200.00,44160000.00,,Yes
Mexico,Parliamentary,1964,0.66610,9051524.00,13589594.00,0.544,16650060.00,39643000.00,,Yes
Mexico,Parliamentary,1961,0.68430,6845826.00,10004696.00,0.431,15880040.00,36091000.00,,Yes
Mexico,Parliamentary,1958,0.70210,7332429.00,10443465.00,0.507,14473800.00,32895000.00,,Yes
Mexico,Parliamentary,1955,0.69240,6190376.00,8941020.00,0.458,13506750.00,30015000.00,,Yes
Mexico,Parliamentary,1952,0.74150,3651483.00,4924293.00,0.294,12416320.00,26992000.00,,Yes
Mexico,Parliamentary,1949,0.72310,2163582.00,2992084.00,0.189,11423180.00,24833000.00,,Yes
Mexico,Parliamentary,1946,0.89750,2294928.00,2556949.00,0.219,10478340.00,22779000.00,,Yes
Mexico,Presidential,2018,0.63430,56611027.00,89250881.00,0.660,85801675.00,125959205.00,0.028,Yes
Mexico,Presidential,2012,0.63140,49087446.00,77738494.00,0.646,76008240.00,114975406.00,0.025,Yes
Mexico,Presidential,2006,0.58550,41791322.00,71374373.00,0.633,66061738.00,107449525.00,0.022,Yes
Mexico,Presidential,2000,0.63960,37603923.00,58789209.00,0.600,62684899.00,100294036.00,0.021,Yes
Mexico,Presidential,1994,0.78500,35545831.00,45279053.00,0.659,53944640.00,93008000.00,0.028,Yes
Mexico,Presidential,1988,0.50140,19091843.00,38074926.00,0.420,45496550.00,82721000.00,,Yes
Mexico,Presidential,1982,0.74840,23592888.00,31526386.00,0.659,35829780.00,73122000.00,0.045,Yes
Mexico,Presidential,1976,0.64550,16727993.00,25913215.00,0.576,29046470.00,61801000.00,,Yes
Mexico,Presidential,1970,0.64260,13915963.00,21654217.00,0.654,21289800.00,50690000.00,,Yes
Mexico,Presidential,1964,0.69330,9422185.00,13589594.00,0.566,16650060.00,39643000.00,,Yes
Mexico,Presidential,1958,,7463403.00,,0.516,14473800.00,32895000.00,,Yes
Mexico,Presidential,1952,,3651483.00,,0.294,12416320.00,26992000.00,,Yes
Mexico,Presidential,1946,,2294728.00,,0.219,10478340.00,22779000.00,,Yes
"Micronesia, Federated States of",Parliamentary,2017,0.33110,39067.00,117977.00,0.592,65943.00,104196.00,,No
"Micronesia, Federated States of",Parliamentary,2013,0.44680,41103.00,92000.00,0.649,63354.00,106104.00,,No
"Micronesia, Federated States of",Parliamentary,2007,0.52580,48673.00,92573.00,0.824,59085.00,111300.00,,No
"Micronesia, Federated States of",Parliamentary,2009,,34856.00,,0.556,62704.00,107434.00,,No
"Micronesia, Federated States of",Parliamentary,1999,,17020.00,,0.295,57771.00,107000.00,,No
"Micronesia, Federated States of",Parliamentary,1995,,33686.00,,0.630,53500.00,107200.00,,No
"Micronesia, Federated States of",Parliamentary,2005,,,80000.00,,57745.00,110100.00,,No
"Micronesia, Federated States of",Parliamentary,2011,,,,,63792.00,106836.00,,No
"Micronesia, Federated States of",Parliamentary,2003,,,,,56269.00,108600.00,,No
"Micronesia, Federated States of",Parliamentary,2001,,,,,57348.00,107905.00,,No
"Moldova, Republic of",Parliamentary,2019,0.51980,1457220.00,2803573.00,0.547,2666197.00,3401197.00,0.028,No
"Moldova, Republic of",Parliamentary,2014,0.55800,1649489.00,2956270.00,0.588,2804089.00,3583288.00,0.031,No
"Moldova, Republic of",Parliamentary,2010,0.63370,1733051.00,2734700.00,0.502,3451332.00,4317483.00,0.007,No
"Moldova, Republic of",Parliamentary,2009,0.58770,1591757.00,2708381.00,0.464,3433374.00,4320748.00,0.007,No
"Moldova, Republic of",Parliamentary,2005,0.64840,1576079.00,2430537.00,0.487,3238695.00,4446455.00,0.012,No
"Moldova, Republic of",Parliamentary,2001,0.69960,1605853.00,2295288.00,0.638,2518141.00,3657498.00,0.025,No
"Moldova, Republic of",Parliamentary,1998,0.69120,1680470.00,2431218.00,0.570,2949470.00,4403000.00,0.034,No
"Moldova, Republic of",Parliamentary,1994,0.79310,1869090.00,2356614.00,0.641,2914500.00,4350000.00,0.050,No
"Moldova, Republic of",Presidential,2016,0.53450,1614067.00,3019495.00,0.585,2761612.00,3510485.00,0.008,No
"Moldova, Republic of",Presidential,1996,0.71640,1748688.00,2441054.00,0.600,2914500.00,4350000.00,0.026,No
Monaco,Parliamentary,2018,0.70350,5097.00,7245.00,0.191,26694.00,30727.00,0.054,No
Monaco,Parliamentary,2013,0.74550,5088.00,6825.00,0.199,25597.00,30510.00,0.044,No
Monaco,Parliamentary,2008,0.76850,4854.00,6316.00,0.183,26546.00,35352.00,0.042,No
Monaco,Parliamentary,2003,0.79730,4658.00,5842.00,0.179,26082.00,32110.00,0.034,No
Monaco,Parliamentary,1998,0.65410,3226.00,4932.00,0.117,27564.00,32580.00,0.028,No
Monaco,Parliamentary,1993,0.66590,3051.00,4582.00,0.120,25420.00,31000.00,0.033,No
Monaco,Parliamentary,1988,0.70330,2985.00,4244.00,0.126,23780.00,29000.00,0.052,No
Monaco,Parliamentary,1983,0.75050,2930.00,3904.00,0.132,22140.00,27000.00,0.029,No
Monaco,Parliamentary,1978,0.74550,2719.00,3647.00,0.133,20500.00,25000.00,0.055,No
Monaco,Parliamentary,1973,0.72260,2457.00,3400.00,0.152,16200.00,20000.00,0.029,No
Monaco,Parliamentary,1968,0.72340,2388.00,3301.00,0.147,16200.00,20000.00,0.063,No
Mongolia,Parliamentary,2016,0.73580,1406123.00,1911047.00,0.679,2071968.00,3031330.00,,No
Mongolia,Parliamentary,2012,0.65240,1198086.00,1836435.00,0.562,2130238.00,3179997.00,,No
Mongolia,Parliamentary,2008,0.74310,1139984.00,1534074.00,0.605,1885077.00,2996081.00,,No
Mongolia,Parliamentary,2004,0.81840,1088318.00,1329798.00,0.649,1676599.00,2712315.00,0.014,No
Mongolia,Parliamentary,2000,0.82420,1027859.00,1247033.00,0.710,1448576.00,2501041.00,,No
Mongolia,Parliamentary,1996,0.88390,1014031.00,1147260.00,0.736,1377040.00,2459000.00,0.004,No
Mongolia,Parliamentary,1992,0.95600,1037392.00,1085120.00,0.861,1204690.00,2273000.00,,No
Mongolia,Parliamentary,1990,0.98000,1006460.00,1027000.00,0.872,1153810.00,2177000.00,,No
Mongolia,Presidential,2017,0.60670,1207787.00,1990797.00,0.575,2101431.00,3068243.00,0.082,No
Mongolia,Presidential,2013,0.66790,1239784.00,1856190.00,0.585,2120407.00,3226516.00,,No
Mongolia,Presidential,2009,0.73590,1098875.00,1493217.00,0.550,1998583.00,3041142.00,,No
Mongolia,Presidential,2005,0.74980,930976.00,1241691.00,0.539,1727644.00,2751314.00,0.014,No
Mongolia,Presidential,2001,0.82940,1000110.00,1205885.00,0.679,1472477.00,2542308.00,,No
Mongolia,Presidential,1997,0.85060,982640.00,1155228.00,0.700,1403204.00,2515721.00,,No
Mongolia,Presidential,1993,0.92730,1025970.00,1106403.00,0.790,1298080.00,2318000.00,,No
Montenegro,Parliamentary,2016,0.73410,388220.00,528817.00,0.734,529076.00,644578.00,0.014,No
Montenegro,Parliamentary,2012,0.70560,362714.00,514055.00,0.710,510795.00,657394.00,0.015,No
Montenegro,Parliamentary,2009,0.66190,329819.00,498305.00,0.612,539337.00,672180.00,0.018,No
Montenegro,Parliamentary,2006,0.72050,349014.00,484430.00,0.658,530122.00,620145.00,0.020,No
Montenegro,Presidential,2018,0.63920,340462.00,532599.00,0.647,526393.00,640990.00,0.018,No
Montenegro,Presidential,2013,0.63900,326793.00,511405.00,0.644,507749.00,653474.00,0.032,No
Montenegro,Presidential,2008,0.68700,336900.00,490412.00,0.635,530893.00,684736.00,0.021,No
Montenegro,Presidential,2003,0.48380,221752.00,458339.00,0.412,538694.00,713614.00,0.020,No
Montserrat,Parliamentary,2019,0.62470,2410.00,3858.00,0.558,4316.00,5342.00,0.019,No
Montserrat,Parliamentary,2014,0.71060,2747.00,3866.00,0.769,3571.00,5215.00,,No
Montserrat,Parliamentary,2009,0.66750,2347.00,3516.00,0.672,3491.00,5098.00,0.014,No
Montserrat,Parliamentary,2006,0.74630,2486.00,3331.00,0.802,3101.00,4625.00,0.011,No
Montserrat,Parliamentary,2001,0.77480,2288.00,2953.00,0.859,2664.00,4239.00,0.020,No
Morocco,Parliamentary,2016,0.42980,6750000.00,15702592.00,0.292,23126996.00,33655786.00,,No
Morocco,Parliamentary,2011,0.45400,6117847.00,13475435.00,0.287,21356831.00,31968361.00,,No
Morocco,Parliamentary,2007,0.37000,5721074.00,15462362.00,0.278,20555314.00,33241259.00,0.190,No
Morocco,Parliamentary,2002,0.51610,7165206.00,13884467.00,0.400,17923815.00,30645305.00,0.171,No
Morocco,Parliamentary,1997,0.58300,7456996.00,12790631.00,0.502,14852810.00,28024000.00,0.146,No
Morocco,Parliamentary,1993,0.62750,7153211.00,11398987.00,0.518,13816570.00,26069000.00,0.130,No
Morocco,Parliamentary,1984,0.67430,4999646.00,7414846.00,0.476,10510080.00,22848000.00,0.111,No
Morocco,Parliamentary,1977,0.82360,5369431.00,6519301.00,0.731,7343600.00,18359000.00,,No
Morocco,Parliamentary,1970,0.85340,4160016.00,4874598.00,0.654,6363200.00,15520000.00,0.013,No
Mozambique,Parliamentary,2019,0.51410,6766416.00,13153088.00,0.499,13554684.00,27910300.00,0.104,No
Mozambique,Parliamentary,2014,0.48840,5316936.00,10886195.00,0.449,11850615.00,24692144.00,0.134,No
Mozambique,Parliamentary,2009,0.44440,4387250.00,9871949.00,0.425,10322610.00,21921697.00,0.113,No
Mozambique,Parliamentary,2004,0.36340,3321926.00,9142151.00,0.356,9342561.00,19406703.00,0.083,No
Mozambique,Parliamentary,1999,0.68090,4833761.00,7099105.00,0.582,8303686.00,17336171.00,0.096,No
Mozambique,Parliamentary,1994,0.87890,5404199.00,6148842.00,0.664,8140860.00,16614000.00,0.117,No
Mozambique,Presidential,2019,0.51840,6823926.00,13153088.00,0.503,13554684.00,27910300.00,0.075,No
Mozambique,Presidential,2014,0.48640,5333665.00,10964978.00,0.450,11850615.00,24692144.00,0.032,No
Mozambique,Presidential,2009,0.44630,4406093.00,9871949.00,0.427,10322610.00,21921697.00,0.100,No
Mozambique,Presidential,2004,0.36420,3329177.00,9142151.00,0.356,9342561.00,19406703.00,0.053,No
Mozambique,Presidential,1999,0.69510,4934352.00,7099105.00,0.594,8303686.00,17336171.00,0.029,No
Mozambique,Presidential,1994,0.88030,5412940.00,6148842.00,0.665,8140860.00,16614000.00,0.084,No
Myanmar,Parliamentary,2015,0.69720,23911784.00,34295334.00,0.619,38646398.00,56320206.00,0.063,No
Myanmar,Parliamentary,2010,0.77260,22421123.00,29021608.00,0.634,35389896.00,53414374.00,0.069,No
Myanmar,Parliamentary,1990,0.73330,15120000.00,20619500.00,0.646,23415280.00,41813000.00,0.123,No
Myanmar,Parliamentary,1956,0.51970,3868242.00,7442770.00,0.354,10920800.00,19856000.00,,No
Namibia,Parliamentary,2019,0.60380,820227.00,1358468.00,0.554,1479603.00,2581689.00,,No
Namibia,Parliamentary,2014,0.72000,893643.00,1241194.00,0.740,1207703.00,2198406.00,,No
Namibia,Parliamentary,2004,0.84810,829269.00,977742.00,0.802,1033640.00,1954033.00,0.013,No
Namibia,Parliamentary,1999,0.62790,541114.00,861848.00,0.617,876828.00,1711793.00,0.009,No
Namibia,Parliamentary,1994,0.76050,497499.00,654189.00,0.638,780000.00,1500000.00,0.016,No
Namibia,Parliamentary,1989,0.97040,680688.00,701483.00,1.017,669630.00,1313000.00,0.015,No
Namibia,Parliamentary,2009,,811143.00,,0.675,1201220.00,2108665.00,0.013,No
Namibia,Presidential,2019,0.60820,826198.00,1358468.00,0.558,1479603.00,2581689.00,,No
Namibia,Presidential,2014,0.71760,890738.00,1241194.00,0.738,1207703.00,2198406.00,,No
Namibia,Presidential,2004,0.85470,835743.00,977862.00,0.809,1033640.00,1954033.00,0.018,No
Namibia,Presidential,1999,0.62060,545465.00,878869.00,0.622,876828.00,1711793.00,0.012,No
Namibia,Presidential,1994,0.74180,485295.00,654189.00,0.622,780000.00,1500000.00,0.024,No
Namibia,Presidential,2009,,812233.00,,0.676,1201220.00,2108665.00,0.015,No
Nauru,Parliamentary,2019,0.95130,7154.00,7520.00,1.216,5885.00,9740.00,0.018,Yes
Nauru,Parliamentary,2016,0.82480,6469.00,7843.00,1.136,5697.00,9591.00,,Yes
Nauru,Parliamentary,2013,0.96910,5528.00,5704.00,0.968,5710.00,9434.00,0.032,Yes
Nauru,Parliamentary,2010,0.92690,5287.00,5704.00,0.977,5413.00,9267.00,0.020,Yes
Nauru,Parliamentary,2008,0.88000,4607.00,5235.00,0.881,5230.00,9162.00,0.023,Yes
Nauru,Parliamentary,2000,0.88800,3400.00,3829.00,0.690,4925.00,9861.00,0.035,Yes
Nauru,Parliamentary,1997,0.91840,3139.00,3418.00,0.648,4844.00,9868.00,0.030,Yes
Nauru,Parliamentary,1995,0.99830,2947.00,2952.00,0.612,4819.00,9821.00,0.031,Yes
Nauru,Parliamentary,1989,0.88680,2358.00,2659.00,,,,,Yes
Nauru,Parliamentary,1987,0.92670,2264.00,2443.00,0.466,4860.00,9000.00,0.024,Yes
Nauru,Parliamentary,2003,,3881.00,,0.761,5097.00,9926.00,0.033,Yes
Nauru,Parliamentary,1980,,1587.00,,0.420,3780.00,7000.00,,Yes
Nauru,Parliamentary,1977,,1599.00,,0.423,3780.00,7000.00,,Yes
Nauru,Parliamentary,1976,,1348.00,,0.357,3780.00,7000.00,,Yes
Nauru,Parliamentary,1973,,1148.00,,0.236,4860.00,9000.00,,Yes
Nauru,Parliamentary,1971,,880.00,,0.204,4320.00,8000.00,,Yes
Nauru,Parliamentary,2007,,,7000.00,,5131.00,9115.00,,Yes
Nauru,Parliamentary,1992,,,2576.00,,4807.00,9826.00,,Yes
Nauru,Parliamentary,2004,,,,,5191.00,9969.00,,Yes
Nauru,Parliamentary,1983,,,,,,,,Yes
Nepal,Parliamentary,2017,0.68670,10594044.00,15428159.00,0.570,18591336.00,29384297.00,0.052,No
Nepal,Parliamentary,2013,0.78340,9516724.00,12147865.00,0.574,16589839.00,27917117.00,0.050,No
Nepal,Parliamentary,2008,0.63290,11146540.00,17611832.00,0.744,14978158.00,28901790.00,0.037,No
Nepal,Parliamentary,1999,0.65790,8894566.00,13518839.00,0.758,11738680.00,22341605.00,0.028,No
Nepal,Parliamentary,1997,0.88130,5725246.00,6496365.00,0.836,6848400.00,8780000.00,0.015,No
Nepal,Parliamentary,1994,0.86740,5562920.00,6413172.00,0.828,6721260.00,8617000.00,0.017,No
Nepal,Parliamentary,1991,0.88130,5725246.00,6496365.00,0.836,6848400.00,8780000.00,0.015,No
Nepal,Parliamentary,1986,0.60310,5454672.00,9044964.00,0.744,7333480.00,16667000.00,0.047,No
Nepal,Parliamentary,1981,0.52300,4079400.00,7800000.00,0.604,6759000.00,9044000.00,,No
Nepal,Parliamentary,1959,0.42190,1791381.00,4246468.00,0.413,4341120.00,9044000.00,,No
Netherlands,Parliamentary,2017,0.81930,10563456.00,12893466.00,0.773,13664324.00,17084719.00,0.005,No
Netherlands,Parliamentary,2012,0.74560,9462223.00,12689810.00,0.710,13322602.00,16730632.00,0.004,No
Netherlands,Parliamentary,2010,0.75400,9442977.00,12524152.00,0.711,13276313.00,16783092.00,0.003,No
Netherlands,Parliamentary,2006,0.80350,9854998.00,12264503.00,0.775,12718943.00,16491461.00,0.002,No
Netherlands,Parliamentary,2003,0.80040,9666602.00,12076711.00,0.775,12467104.00,16607754.00,0.001,No
Netherlands,Parliamentary,2002,0.79060,9515226.00,12035935.00,0.768,12386626.00,15981472.00,0.015,No
Netherlands,Parliamentary,1998,0.73230,8607787.00,11755132.00,0.701,12275387.00,15649729.00,0.017,No
Netherlands,Parliamentary,1994,0.78750,9021144.00,11455924.00,0.752,11996400.00,15380000.00,0.005,No
Netherlands,Parliamentary,1989,0.80270,8919787.00,11112189.00,0.780,11433730.00,14849000.00,0.003,No
Netherlands,Parliamentary,1986,0.85760,9199621.00,10727701.00,0.842,10923000.00,14564000.00,0.003,No
Netherlands,Parliamentary,1982,0.80980,8273631.00,10216634.00,0.803,10303200.00,14310000.00,0.004,No
Netherlands,Parliamentary,1981,0.87030,8738238.00,10040121.00,0.852,10257120.00,14246000.00,0.005,No
Netherlands,Parliamentary,1977,0.88000,8365829.00,9506318.00,0.863,9697100.00,13853000.00,0.006,No
Netherlands,Parliamentary,1972,0.83500,7445287.00,8916947.00,0.802,9279000.00,13269563.00,0.007,No
Netherlands,Parliamentary,1971,0.79080,6364719.00,8048726.00,0.778,8177800.00,13190000.00,0.007,No
Netherlands,Parliamentary,1967,0.94950,7076328.00,7452776.00,0.921,7686000.00,12600000.00,0.028,Yes
Netherlands,Parliamentary,1963,0.95130,6419964.00,6748611.00,0.880,7299870.00,11967000.00,0.025,Yes
Netherlands,Parliamentary,1959,0.95570,6143409.00,6427864.00,0.888,6921060.00,11346000.00,0.023,Yes
Netherlands,Parliamentary,1956,0.95500,5849652.00,6125210.00,0.881,6642290.00,10889000.00,0.021,Yes
Netherlands,Parliamentary,1952,0.94980,5501728.00,5792679.00,0.869,6333020.00,10382000.00,0.030,Yes
Netherlands,Parliamentary,1948,0.93670,5089582.00,5433633.00,0.851,5978000.00,9800000.00,0.031,Yes
Netherlands,Parliamentary,1946,0.93120,4913015.00,5275888.00,0.855,5748030.00,9423000.00,0.031,Yes
Netherlands,EU Parliament,2019,0.41930,5519776.00,13164688.00,0.399,13825778.00,17216476.00,0.004,No
Netherlands,EU Parliament,2014,0.37320,4782251.00,12815496.00,0.364,13156909.00,16877351.00,0.006,No
Netherlands,EU Parliament,2009,0.36750,4573743.00,12445497.00,0.347,13188512.00,16715999.00,0.004,No
Netherlands,EU Parliament,2004,0.39260,4777121.00,12168878.00,0.383,12464846.00,16258032.00,0.002,No
Netherlands,EU Parliament,1999,0.30020,3560764.00,11862864.00,0.294,12105169.00,15760225.00,0.005,No
Netherlands,EU Parliament,1994,0.35690,4146730.00,11618677.00,0.352,11777483.00,15341553.00,0.003,No
Netherlands,EU Parliament,1989,0.47200,5249337.00,11121477.00,0.470,11163562.00,14805240.00,0.001,No
Netherlands,EU Parliament,1984,0.50600,5300856.00,10476000.00,0.506,10474544.00,14394589.00,0.001,No
Netherlands,EU Parliament,1979,0.58100,5698550.00,9808176.00,0.584,9752249.00,13985526.00,0.005,No
Netherlands Antilles,Parliamentary,2010,0.65410,74713.00,114215.00,0.448,166800.00,228693.00,0.007,No
