,ISO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES
0,840,USA4524,4524,2020-5-24,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Maryland,Baltimore City,,Baltimore,39.29,-76.612,1,Fox45 (Baltimore),Subnational,"On 24 May 2020, a caravan of people staged a march in Baltimore (Maryland) against President Donald Trump's visit amid the coronavirus pandemic. [size=no report]",0
1,840,USA4525,4525,2020-5-24,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Illinois,Williamson,,Marion,37.731,-88.93299999999999,1,Southern Illinoisan,Subnational,"On 24 May 2020, nearly 50 people held a ""Patriot Rally"" in Marion (Illinois) pressing for the economy to be reopened and for the Governor to step down amid the coronavirus pandemic. [size=nearly 50]",0
2,840,USA4526,4526,2020-5-24,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Ohio,Mahoning,,Youngstown,41.1,-80.65,1,WKBN,Subnational,"On 24 May 2020, an unreported number of people protested in Youngstown (Ohio) demanding that House Bill 292 be passed. The bill offers accessible and affordable healthcare in Ohio. [size=no report]",0
3,840,USA4527,4527,2020-5-24,2020,1,Protests,Peaceful protest,Protesters (United States),Teachers (United States); Latinx Group (United States),6,,,0,60,North America,United States,New Jersey,Middlesex,,New Brunswick,40.486,-74.452,1,My Central Jersey,Subnational,"On 24 May 2020, more than a dozen vehicles, organized by groups including the Fifth and Sixth Ward Neighborhood Association, the union Rutgers AAUP-AFT, and Defendamos Lincoln Annex, marched through the streets around the Lincoln Annex School in New Brunswick (New Jersey) to protest the redevelopment plan that would demolish the school and replace it with a cancer hospital. [size=more than a dozen vehicles]",0
4,840,USA4528,4528,2020-5-24,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New York,Essex,,Keene,44.256,-73.792,1,Post-Star,Subnational,"On 24 May 2020, a few people staged a protest on Exit 30 at the Adirondacks in Keene (New York) against the tourists coming to the area for Memorial Day weekend, and to voice their concerns about coronavirus pandemic and resource shortages. [size=a few]",0
5,840,USA4529,4529,2020-5-24,2020,1,Protests,Peaceful protest,Protesters (United States),Women (United States),6,,,0,60,North America,United States,New York,Queens,,New York-Queens,40.731,-73.796,1,Queens Chronicle,Subnational,"On 24 May 2020, around ten women staged a protest outside a restaurant in Howard Beach in New York-Queens (New York) against the coronavirus lockdown and its damage to small businesses in the area. [size=around 10]",0
6,840,USA14602,14602,2020-5-24,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New York,Essex,,Keene Valley,44.19,-73.78699999999999,2,Count Love; Post-Star,Other-Subnational,"On 24 May 2020, a small group of people staged a protest near Keene Valley (New York) near Exit 30 of Interstate 87, against the influx of tourists over the Memorial Day weekend, citing concerns about the spread of coronavirus. [size=small]",0
7,840,USA4508,4508,2020-5-25,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-),,1,Civilians (United States),African American Group (United States),7,17,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983000000000004,-93.26700000000001,1,New York Times,National,"On 25 May 2020, four Minneapolis police officers arrested a Black man, George Floyd, in Minneapolis (Minnesota) for allegedly using a counterfeit 20 dollar bill at a store. One white police officer knelt on Floyd's neck for a total of 8 minutes and 46 seconds, leading to his death. Prior to this, the four officers handcuffed Floyd and held him in a facedown position. Three of the officers applied pressure to his neck, torso, and back. Floyd repeatedly said ""I can't breathe"" before falling unconscious. Floyd was taken away by EMTs and later pronounced dead. All four officers were fired. The officer who used his knee to pin Floyd down was charged with second-degree murder. The other three officers were charged with aiding and abetting the murder. This event has galvanized support for the Black Lives Matter movement and triggered demonstrations worldwide.",1
8,840,USA4530,4530,2020-5-25,2020,1,Protests,Protest with intervention,Protesters (United States),GOP: Republican Party; Government of the United States (2017-),6,Police Forces of the United States (2017-),,1,16,North America,United States,Illinois,Cook,,Chicago,41.85,-87.65,1,Chicago Sun-Times; Count Love,Other-Subnational,"On 25 May 2020, hundreds of people protested in Chicago, Illinois against the Governor's statewide stay-at-home order amid the coronavirus pandemic. Police dispersed the crowd without making any arrests. A similar event happened at a different location in Chicago on the same day. [size=hundreds]",0
9,840,USA4532,4532,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,North Carolina,Mecklenburg,,Charlotte,35.227,-80.843,1,WCNC Charlotte,Subnational,"On 25 May 2020, about a dozen cars staged a rolling rally in Charlotte (North Carolina) in support of Reopen NC, demanding that all restrictions be lifted amid the coronavirus pandemic. [size=almost 1 dozen]",0
10,840,USA4533,4533,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Kentucky,Franklin,,Frankfort,38.201,-84.874,1,Lex18,Subnational,"On 25 May 2020, about a dozen people staged a march in front of the Governor's home in Frankfort (Kentucky) in support of the Governor, after an effigy of the Governor was found hanging from a tree. [size=about a dozen]",0
11,840,USA4534,4534,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,North Carolina,Onslow,,Holly Ridge,34.495,-77.555,1,WNCT,Subnational,"On 25 May 2020, an unreported number of people staged a march in Holly Ridge (North Carolina) against the closure of the State and to call for reopening local businesses amid the coronavirus pandemic. [size=no report]",0
12,840,USA4535,4535,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Pennsylvania,Crawford,,Meadville,41.641000000000005,-80.15100000000001,1,JET24,Subnational,"On 25 May 2020, nearly 200 people staged a march in Meadville (Pennsylvania) calling for the Mayor to reopen businesses amid the coronavirus pandemic. [size=nearly 200]",0
13,840,USA4536,4536,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New Jersey,Ocean,,Point Pleasant Beach,40.091,-74.048,1,Bergen Record,Subnational,"On 25 May 2020, more than 200 people staged a ""Freedom Rally"" in Point Pleasant Beach (New Jersey) in protest over the coronavirus shutdown by the state government. [size=more than 200]",0
14,840,USA4537,4537,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),African American Group (United States); Latinx Group (United States); Labour Group (United States),6,,,0,60,North America,United States,Massachusetts,Suffolk,,Boston,42.358999999999995,-71.064,1,Boston.com,Subnational,"On 25 May 2020, a group of Black and Latinx activist staged a protest in front of the Massachusetts Statehouse in Boston (Massachusetts) against the Massachusetts governor's reopening plan amid coronavirus pandemic. They said that the reopening plan was prematurely proceeding without sufficient input from or protections for frontline workers, who are more likely to be people of color. [size=a group]",0
15,840,USA4538,4538,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New Hampshire,Rockingham,,Hampton,42.938,-70.839,1,Manchester Ink Link,Subnational,"On 25 May 2020, at least 3 people staged a protest in Hampton (New Hampshire) against the closure of Hampton Beach due to the coronavirus pandemic. [size=at least 3]",0
16,840,USA13075,13075,2020-5-25,2020,1,Strategic developments,Other,Police Forces of the United States (2017-),,1,Civilians (United States),African American Group (United States),7,17,North America,United States,Arizona,Maricopa,,Phoenix,33.449,-112.074,1,3TV (Phoenix),Subnational,"Other: On 25 May 2020, an Arizona Department of Public Safety trooper shot and killed a Black man, Dion Johnson, at the Loop 101 and Tatum Boulevard in Phoenix (Arizona). According to the trooper, he attempted to arrest Johnson for suspected DUI, after removing Johson's gun from his vehicle that was parked in the gore point. During the attempt to arrest, a physical altercation occurred between the trooper and Johnson. Then, according to the trooper he fired shots as Jhonson reached for the gun during the struggle. The family of Johnson disputed the claims. This ensued subsequent demonstrations.",1
17,840,USA14603,14603,2020-5-25,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Illinois,Saint Clair,,O'Fallon,38.559,-89.874,1,Count Love; Belleville News-Democrat,Other-Subnational,"On 25 May 2020, over 200 people took part in a protest in O'Fallon (Illinois) in support of the Black Lives Matter movement and against police brutality and the deaths of George Floyd and Breonna Taylor. [size=over 200]",0
18,840,USA4539,4539,2020-5-26,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States); White Nationalists (United States),5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983000000000004,-93.26700000000001,1,Committee to Protect Journalists; Fox9; US Press Freedom Tracker; Twitter; Minnesota Public Radio,Other-New media,"On 26 May 2020, thousands of Black Lives Matter demonstrators marched from the site of George Floyd's death in Minneapolis (Hennepin, Minnesota) to a local police precinct and damaged property. The police used pepper spray to target rioters after they vandalized the Minneapolis Police Department 3rd precinct. Three journalists were hit by crowd control munitions. There were also claims that BLM demonstrators disarmed a white nationalist agitator carrying a gun. [size=thousands] [suggested agents provocateurs]",0
19,840,USA4540,4540,2020-5-26,2020,1,Strategic developments,Change to group/activity,Government of the United States (2017-),,1,,,0,10,North America,United States,Florida,Leon,,Tallahassee,30.438000000000002,-84.28,3,Reporters Committee for Freedom of the Press,Other,"Security measures: On 26 May 2020, several cities across Florida State issued a curfew, including Miami from 27 May until 1 June, West Palm Beach from 31 May until 8 June, and Fort Lauderdale city and Broward County from 31 May until 3 June 2020. Furthermore, Miami-Dade County issued a curfew from 30 May until 8 June and Leon County from 2 June until 3 June 2020.",0
20,840,USA4541,4541,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ann Arbor,42.28,-83.74600000000001,1,MLive; Count Love,Other-Subnational,"On 26 May 2020, dozens of people protested in Ann Arbor, Michigan demanding the release of a Black woman and her husband who had been at the scene of a shooting when the police demanded that they leave. She was punched in the head repeatedly by a white police officer and her husband was stun-gunned. [size=dozens]",0
21,840,USA4542,4542,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Indiana,Lake,,Hammond,41.583,-87.5,1,Count Love; Times of Northwest Indiana,Other-Subnational,"On 26 May 2020, people staged a protest in Hammond, Indiana in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. [size=no report]",0
22,840,USA4543,4543,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ypsilanti,42.243,-83.618,1,Count Love; MLive,Other-Subnational,"On 26 May 2020, people protested in Ypsilanti, Michigan demanding the release of a Black woman and her husband who had been at the scene of a shooting when the police demanded that they leave. She was punched in the head repeatedly by a white police officer and her husband was stun-gunned. Both were taken into custody. [size=no report]",0
23,840,USA4544,4544,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),Students (United States),6,,,0,60,North America,United States,California,Orange,,Costa Mesa,33.641,-117.919,1,Crowd Counting Consortium; Los Angeles Times,Other-Subnational,"On 26 May 2020, about 80 high school seniors gathered in front of the district office in Costa Mesa (California) to protest the cancellation of in-person graduation in the district due to the coronavirus pandemic. [size=about 80]",0
24,840,USA4546,4546,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Texas,Harris,,Houston,29.76,-95.36399999999999,1,Houston Chronicle; Crowd Counting Consortium,Other-Subnational,"On 26 May 2020, people participated a protest in Emancipation Park in Houston (Texas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. [size=no report]",0
25,840,USA4547,4547,2020-5-26,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,California,Los Angeles,,Los Angeles,34.043,-118.25,1,Los Angeles Times; Crowd Counting Consortium,Other-Subnational,"On 26 May 2020, an unreported number of people rioted in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality. The demonstration began with a peaceful march. In the evening, fireworks were set off in the streets with sparks hitting buildings. Smoke filled the air as some people broke into and looted shops. Rioters clashed with police for hours by throwing debris. Many of these demonstrators were arrested and hustled off in buses. At least four LAPD officers were hurt. Two LAPD vehicles were set on fire. [size=no report]",0
26,840,USA4548,4548,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Pennsylvania,Philadelphia,,Philadelphia,39.952,-75.164,1,Fox29; Metro International; Crowd Counting Consortium,Other-Subnational,"On 26 May 2020, 40 people staged a protest in Philadelphia (Pennsylvania) against coronavirus-related city budget cuts, and in favor of increased personal protective equipment for essential city workers and stronger departmental protocols to protect against the coronavirus. [size=40]",0
27,840,USA4549,4549,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Virginia,Richmond,,Richmond,37.539,-77.434,1,Crowd Counting Consortium; WHSV-TV3,Other-Subnational,"On 26 May 2020, people participted in a protest in Richmond (Virginia) against evictions during the coronavirus pandemic. Protesters included members of the anti-eviction group ""Richmond Strike."" [size=no report]",0
28,840,USA4550,4550,2020-5-26,2020,1,Protests,Protest with intervention,Protesters (United States),,6,Police Forces of the United States (2017-),,1,16,North America,United States,Indiana,Saint Joseph,,South Bend,41.676,-86.25,1,WNDU Channel 16; Crowd Counting Consortium,Other-Subnational,"On 26 May 2020, police moved to disperse a protest demonstration and residents of a homeless encampment in South Bend (Indiana) after a 72 hour clearance notice approached its end. Residents' tents were taken away. 1 resident and 2 activists on the scene were arrested. [size=at least dozens]",0
29,840,USA4551,4551,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Ramsey,,Saint Paul,44.951,-93.095,1,Crowd Counting Consortium; CBS News,Other-National,"On 26 May 2020, people staged a protest at the home of a police officer involved in the death of George Floyd in Saint Paul (Minnesota), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. [size=no report]",0
30,840,USA4552,4552,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Minnesota,Saint Louis,,Virginia,47.521,-92.537,1,Duluth News Tribune; Crowd Counting Consortium,Other-Subnational,"On 26 May 2020, at least a dozen residents staged a protest in Virginia (Minnesota) against refugee resettlement. [size=at least a dozen]",0
31,840,USA4553,4553,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),Students (United States),6,,,0,60,North America,United States,California,Tulare,,Visalia,36.33,-119.292,1,Crowd Counting Consortium; Fresno Bee,Other-Subnational,"On 26 May 2020, about 40 students and parents staged a protest in Visalia (California) against the cancellation of an in-person graduation ceremony during the coronavirus pandemic. [size=about 40]",0
32,840,USA4554,4554,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Catholic Christian Group (United States),6,,,0,60,North America,United States,Illinois,Cook,,Chicago,41.85,-87.65,1,Crowd Counting Consortium; CBS2 (Chicago),Other-National,"On 26 May 2020, people staged a protest in Chicago (Illinois) in support of the Black Lives Matter movement and against police brutality. A rapper and a reverend from the Catholic St. Sabina Church organized the event. [size=no report]",0
33,840,USA10368,10368,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,Maryland,Howard,,Ellicott City,39.268,-76.79899999999999,1,Baltimore Sun; Crowd Counting Consortium,Other-Subnational,"On 26 May 2020, 84 people staged a protest in Ellicott City (Maryland) against state restrictions due to the coronavirus pandemic. The protest's organiser, Reopen Howard County, also claimed to represent small businesses and houses of worship impacted by the county executive's shutdown. [size=84]",0
34,840,USA14604,14604,2020-5-26,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Pittsfield,42.21,-83.72399999999999,1,Count Love; MLive,Other-Subnational,"On 26 May 2020, several dozen people staged a protest in Pittsfield (Michigan) in support of the Black Lives Matter movement and demanding the release of a Black woman from Ypsilanti Township who was filmed being punched and detained by police. [size=several dozen]",0
35,840,USA4555,4555,2020-5-27,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States); ACB: Aryan Cowboys Brotherhood; Boogaloo Bois,5,Police Forces of the United States (2017-),,1,15,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983000000000004,-93.26700000000001,1,Fox9; US Press Freedom Tracker; Committee to Protect Journalists; Washington Post; Forbes,Other-Subnational,"On 27 May 2020, a Black Lives Matter demonstration in Minneapolis (Hennepin, Minnesota) sparked by George Floyd's death morphed into widespread riots, looting, and arson. One person was shot and killed by a store owner during the demonstrations. Several buildings were set on fire throughout the night. Police fired rubber bullets and tear gas at thousands of demonstrators. Four journalists were also tear gassed while reporting, physically yanked away and two of them were struck by rubber bullets, one in the eye and the other in the chest, during the incident. The first act of violence of the day was the smashing of windows by a White man with an umbrella dubbed the ""umbrella man"" by the media. Later, an investigation determined that the man was part of a group called the Aryan Cowboys, a white supremacist prison and street gang. Another man, a member of the Boogaloo Bois, was also present inciting violence and has since been charged. [size=thousands] [suggested agents provocateurs]",1
36,840,USA4556,4556,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Oregon,Multnomah,,Portland,45.523,-122.676,1,Oregonian,Subnational,"On 27 May 2020, people staged a protest in Portland (Oregon) in support of the Black Lives Movement and against police brutality and the death of George Floyd. [size=no report]",0
37,840,USA4558,4558,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Washington,,Oakdale,44.963,-92.965,1,Washington Post; Count Love,Other-National,"On 27 May 2020, hundreds of people demonstrated in Oakdale, Minnesota in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. [size=hundreds]",0
38,840,USA4559,4559,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ypsilanti,42.243,-83.618,1,MLive; Count Love,Other-Subnational,"On 27 May 2020, people protested in Ypsilanti, Michigan The couple had been at the scene of a shooting when the police demanded that they leave. She was punched in the head repeatedly by a white police officer and her husband was stun-gunned. Both were then taken into custody. [size=no report]",0
39,840,USA4560,4560,2020-5-27,2020,2,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,North Carolina,Mecklenburg,,Charlotte,35.227,-80.843,1,Crowd Counting Consortium; Independent Tribune,Other-Subnational,"Around 27 May 2020 (between 24 and 30 May), three members of Racial Equity Cabarrusa joined a protest in Charlotte, North Carolina in support of the Black Lives Matter movement and against police brutality. [size=3]",0
40,840,USA4561,4561,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Florida,Collier,,Marco Island,25.933000000000003,-81.711,1,Naples Daily News; Crowd Counting Consortium,Other-Subnational,"On 27 May 2020, an unreported number of people staged a protest in Marco Island (Florida) in support of the Black Lives Matter movement and against police brutality. [size=no report]",0
41,840,USA4562,4562,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),Students (United States),6,,,0,60,North America,United States,South Carolina,Aiken,,Aiken,33.56,-81.72,1,Aiken Standard; Crowd Counting Consortium,Other-Subnational,"On 27 May 2020, 4 students marched in Aiken (South Carolina) to protest the cancellation of in-person graduations due to coronavirus pandemic. [size=4]",0
42,840,USA4563,4563,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Minnesota,Saint Louis,,Duluth,46.787,-92.098,1,Crowd Counting Consortium; Duluth News Tribune,Other-Subnational,"On 27 May 2020, more than 100 people staged a protest in Duluth (Minnesota) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. [size=more than 100]",0
43,840,USA4564,4564,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Maryland,Cecil,,Elkton,39.607,-75.833,1,Crowd Counting Consortium; WBAL-TV 11,Other-Subnational,"On 27 May 2020, several dozen people staged a protest in Elkton (Maryland) against the closure of small business during the coronavirus pandemic. [size=several dozen]",0
44,840,USA4565,4565,2020-5-27,2020,1,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-),,1,15,North America,United States,California,Los Angeles,,Los Angeles,34.043,-118.25,1,Los Angeles Times; Daily Breeze; Crowd Counting Consortium; New York Times,Other-Subnational,"On 27 May 2020, several hundred people marched around the Civic Center in Los Angeles (California) in support of Black Lives Matter and against police brutality and the death of George Floyd. Demonstrators blocked the freeway and surrounded a California Highway Patrol car, vandalizing it during the confrontation. One demonstrator was injured after falling off the CHP cruiser as it drove away and received medical attention. [size=several hundred]",0
45,840,USA4566,4566,2020-5-27,2020,1,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter; Pro-Police Group (United States),6,Police Forces of the United States (2017-),,1,16,North America,United States,Tennessee,Shelby,,Memphis,35.15,-90.04899999999999,1,Local 24 (Memphis); Commercial Appeal; Crowd Counting Consortium; New York Times,Other-Subnational,"On 27 May 2020, 50-60 people marched in a protest in Memphis (Tennessee) in support of the Black Lives Matter movement and against police brutality. The protesters were confronted by a small number of counter-protesters from a group identified as ""Facebook group Confederate 901"". Some verbal confrontation between the two groups escalated into road blocking. Protesters were reported to have reached more than 100 at peak. Around 50 police officers tried to separate the two groups by pushing the crowds back to the sidewalks. Police arrested at least 2 protesters at the scene. [size=50 up to more than 100] [counter-protest]",0
46,840,USA4567,4567,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,North America,United States,New York,New York,,New York-Manhattan,40.783,-73.96600000000001,1,Crowd Counting Consortium; AM New York; Twitter,Other-New media,"On 27 May 2020, about 30 people participated in a protest at City Hall in New York-Manhattan (New York) in favor of increased support for homeless persons during the coronavirus pandemic. [size=about 30]",0
47,840,USA4569,4569,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),Women (United States),6,,,0,60,North America,United States,North Carolina,Wake,,Raleigh,35.781,-78.639,1,Crowd Counting Consortium; News & Observer,Other-Subnational,"On 27 May 2020, 3 people gathered to protest at a prison for women in Raleigh (North Carolina)in favor of increased services for pregnant inmates. [size=3]",0
48,840,USA4570,4570,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,San Diego,,Santee,32.838,-116.97200000000001,1,Crowd Counting Consortium; San Diego Union-Tribune,Other-Subnational,"On 27 May 2020, more than 50 people protested in Santee (California) in opposition to racist incidents in their city involving the display of Nazi and Ku Klux Klan insignia. [size=more than 50]",0
49,840,USA4571,4571,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,California,Sacramento,,Sacramento,38.58,-121.49600000000001,1,Fox40 (Sacramento); Crowd Counting Consortium,Other-Subnational,"On 27 May 2020, dozens of people gathered for a protest in Sacramento (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. [size=dozens]",0
50,840,USA4572,4572,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Pennsylvania,Centre,,State College,40.793,-77.86,1,Centre Daily Times; Crowd Counting Consortium,Other-Subnational,"On 27 May 2020, a small group of protesters in State College (Pennsylvania) in support of workers who might be fired due to the coronavirus pandemic. Protesters included members of a local labour union. [size=a small group]",0
51,840,USA4573,4573,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),Labour Group (United States),6,,,0,60,North America,United States,Washington,Chelan,,Wenatchee,47.423,-120.31,1,Crowd Counting Consortium; Wenatchee World,Other-Subnational,"On 27 May 2020, around 24 people protested at a restaurant in Wenatchee (Washington) in favor of the restaurant's re-opening during the coronavirus pandemic. Authorities forced the restaurant to close later that day. [size=around 24]",0
52,840,USA4574,4574,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),Health Workers (United States),6,,,0,60,North America,United States,Missouri,Jackson,,Kansas City,39.101,-94.579,1,KMBC9,Subnational,"On 27 May 2020, an unreported number of workers including lab technicians, medical assistants, an dental assistants protested in Kansas City (Missouri) demanding safe working environments and hazard pay amid the coronavirus pandemic. [size=no report]",0
53,840,USA4575,4575,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Oklahoma,Tulsa,,Tulsa,36.154,-95.993,1,KOTV6,Subnational,"On 27 May 2020, dozens of people marched in Tulsa (Oklahoma) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. [size=dozens]",0
54,840,USA4576,4576,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),Prisoners (United States),6,,,0,60,North America,United States,New York,Westchester,,Ossining,41.163000000000004,-73.861,1,News12 (Westchester),Subnational,"On 27 May 2020, demonstrators at Sing Sing prison staged a protest in Ossining (New York) to demand the inmates who were vulnerable to coronavirus to be released amid the coronavirus pandemic. [size=no report]",0
55,840,USA4577,4577,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Colorado,Denver,,Denver,39.739000000000004,-104.991,1,Colorado Sun; Crowd Counting Consortium,Other-Subnational,"On 27 May 2020, people staged a protest in Denver (Colorado) in support of the Black Lives Matter movement and against police brutality. [size=no report]",0
56,840,USA10367,10367,2020-5-27,2020,1,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Police Forces of the United States (2017-),,1,16,North America,United States,Minnesota,Washington,,Oakdale,44.971000000000004,-92.965,1,Crowd Counting Consortium; Dickinson Press,Other-National,"On 27 May 2020, a large crowd protested outside a house in Oakdale (Minnesota) in support of Black Lives Matter and against police brutality and the death of George Floyd. The house belongs to the police officer who was seen kneeling on George Floyd's neck before he died. Police arrived and warned people to leave before deploying tear gas. 1 person was arrested for unlawful assembly and obstruction of legal process. 5 others were arrested and released at the scene. No further violence or injuries were reported. [size=a large crowd]",0
57,840,USA10370,10370,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Ann Arbor,42.28,-83.74600000000001,1,Count Love; MLive,Other-Subnational,"On 27 May 2020, about 100 people protested in Ann Arbor, Michigan demanding the release of a Black woman and her husband. The couple had been at the scene of a shooting when the police demanded that they leave. She was punched in the head repeatedly by a white police officer and her husband was stun-gunned. Both were then taken into custody. [size=about 100]",0
58,840,USA14605,14605,2020-5-27,2020,1,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,North America,United States,Michigan,Washtenaw,,Pittsfield,42.21,-83.72399999999999,1,Count Love; MLive,Other-Subnational,"On 27 May 2020, about 150 people staged a protest in Pittsfield (Michigan) in support of the Black Lives Matter movement and demanding the release of a Black woman from Ypsilanti Township who was filmed being punched and detained by police. [size=about 150]",0
