,Year,Latitude,Longitude
776,2015,32.07433949,-80.28663268
777,2015,33.52758741,-78.48082557
778,2015,32.08123036,-80.10116989
779,2015,32.10532482,-80.18952129
780,2015,31.90246568,-80.37711884
781,2015,31.08359584,-80.38672675
782,2015,32.13726268,-79.94599339
783,2015,47.74947148,-125.1902615
784,2015,45.41597436,-124.6887004
785,2015,40.92594214,-123.7471843
786,2015,46.13650605,-124.4798488
787,2016,53.72207939,-168.3063961
788,2016,53.89569516,-166.850872
789,2016,53.41987528,-171.494796
790,2016,52.40563748,-172.2483396
791,2016,58.78489547,-173.8167959
792,2016,58.62378757,-171.4571383
793,2016,57.35093067,-166.3317502
794,2016,58.40295741,-169.3451011
795,2016,58.79827304,-172.7039651
796,2016,58.65872563,-173.6414945
797,2016,27.60275263,-87.22154743
798,2016,28.6730101,-93.52715867
799,2016,29.09440725,-85.22182243
800,2016,28.53919447,-85.78160952
801,2016,28.27661901,-92.28267636
802,2016,28.34603956,-93.5327189
803,2016,27.73507198,-90.28530275
804,2016,28.21180272,-85.40483591
805,2016,27.37399862,-94.91877163
806,2016,28.5675452,-94.02925188
807,2016,28.43666306,-91.22527961
808,2016,28.55204647,-93.2563599
809,2016,28.71236619,-93.07725955
810,2016,28.45424839,-94.58200484
811,2016,33.77384547,-77.94431373
812,2016,33.7022672,-78.14103346
813,2016,33.49578843,-78.4355836
814,2016,34.24466193,-77.48611498
815,2016,33.17259062,-79.00721656
816,2016,32.56559998,-79.75099626
817,2016,32.90515285,-79.27353231
818,2016,31.22329393,-80.5518407
819,2016,32.57114168,-79.82817524
820,2016,46.5663709,-124.7482451
821,2016,43.87776108,-124.586707
822,2016,43.77980498,-124.2747896
823,2016,46.45581385,-124.5927066
824,2016,45.24812291,-124.548074
825,2017,58.91689361,-173.0488058
826,2017,57.92167859,-169.0000593
827,2017,59.00312796,-170.1767972
828,2017,59.26060484,-172.1320447
829,2017,58.31123609,-169.2461764
830,2017,55.00774515,-160.6946874
831,2017,57.40404568,-143.7421364
832,2017,58.3031414,-149.68064
833,2017,57.34877099,-153.6716816
834,2017,58.47800527,-142.0421554
835,2017,56.9657778,-138.0789021
836,2017,55.34145957,-159.1234898
837,2017,59.42482387,-147.3805774
838,2017,28.51167843,-90.36619787
839,2017,28.85368647,-93.23668129
840,2017,27.42867622,-84.53102369
841,2017,28.30095386,-84.24552776
842,2017,28.4597573,-90.56743786
843,2017,28.25303006,-93.21877086
844,2017,28.02576317,-84.9845765
845,2017,28.75589308,-87.04885938
846,2017,29.16684957,-89.87598591
847,2017,28.50314567,-94.21233978
848,2017,28.57640986,-90.13982537
849,2017,28.62107382,-92.05472548
850,2017,28.79627762,-93.22062069
851,2017,28.28564692,-94.45847534
852,2017,34.32725474,-77.08833005
853,2017,31.59974468,-79.64482809
854,2017,33.37966093,-78.83256103
855,2017,34.53130849,-77.06078553
856,2017,33.31371313,-78.86070625
857,2017,32.3974307,-80.03219693
858,2017,32.6635419,-79.44696406
859,2017,31.3009972,-80.56727524
860,2017,33.30491911,-78.69534496
861,2017,47.03206853,-125.0606628
862,2017,45.73432213,-124.7663732
863,2017,43.77300607,-124.3895256
864,2017,45.82753246,-124.6985917
865,2017,42.66741381,-124.3301978
866,2018,52.35242427,-176.9582633
867,2018,52.45275987,-174.2229517
868,2018,52.45683856,-178.9558827
869,2018,58.15622401,-170.2453019
870,2018,57.49649672,-166.5358909
871,2018,58.40062043,-169.7168331
872,2018,58.70999629,-172.7012416
873,2018,59.30327712,-170.3729619
874,2018,33.47364438,-78.42375252
875,2018,31.77325393,-79.91880439
876,2018,31.50743196,-80.41802105
877,2018,32.06264344,-80.23084656
878,2018,31.72612649,-79.85888428
879,2018,31.32163431,-81.02802971
880,2018,43.49716016,-124.4959947
881,2018,43.26036671,-124.375882
882,2018,45.2612088,-124.6872453
883,2018,44.71105189,-124.5869478
884,2019,28.97293798,-90.50630538
885,2019,27.03358749,-83.93038446
886,2019,27.95855926,-83.61448014
887,2019,29.090959,-89.92895515
888,2019,28.20508004,-83.89902704
889,2019,28.35813331,-84.17405222
890,2019,27.85687104,-83.67990742
891,2019,28.00426576,-86.8507671
