lon,lat,State,State Long,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01
-110.36256599999999,46.879682,MT,Montana,0.0,0.0,18.993654435252225,23.39120004341407,5.801017610766689,47.063094487349105,275.73546611176505,330.09661501265936,552.032321024572,1815.905641770321,1552.8949884821732
-79.0193,35.759572999999996,NC,North Carolina,0.0,0.0,14.28287569016419,85.91655063021997,172.3956444284771,344.64826940745326,556.2884507789983,448.1562123262933,386.6101758910398,610.2449217607334,408.6542403741236
-101.002012,47.551493,ND,North Dakota,0.0,0.0,16.534087777634888,123.4807666567812,198.14660749387843,131.09169595124806,397.08055250097755,708.3413160608978,1340.8357850148675,2995.1631232104473,2911.4429009713117
-99.901813,41.492537,NE,Nebraska,0.0,0.0,9.150086227931233,212.15793152220212,507.6488517417215,262.4058626721974,363.6254606060355,417.4920699252691,582.9690530642966,1301.0698880484365,1709.7220441602806
-71.572395,43.193852,NH,New Hampshire,0.0,0.0,26.991029711460744,130.83662631250317,184.23032541473887,83.17944033695396,58.909577108665005,50.89316773932108,72.88313472495258,207.24992296157052,310.28652412166997
-74.405661,40.058324,NJ,New Jersey,0.0,0.0,210.48862949340196,1125.3530942256357,470.5258500437392,126.34271502861344,112.50603736240724,115.9623921577899,149.90672345446336,367.1504437531735,536.2754005487385
-105.03236299999999,34.97273,NM,New Mexico,0.0,0.0,15.022684253222367,147.65152523167126,204.02235947709613,212.6067504789375,403.13253965869416,226.6279224486117,194.7226025584347,813.3710474244681,1004.8029667655303
-116.419389,38.802609999999994,NV,Nevada,0.0,0.0,36.1345334457086,126.42216822784302,116.97459479325073,327.0613566325862,961.8993323714774,687.3677826707478,344.17087965674466,671.329633953605,747.7218686326278
-74.217933,43.299428000000006,NY,New York,0.0,0.0,167.86643843767217,535.8299182345073,157.158887259767,55.557951575035545,59.582921604944204,54.76118228431288,72.42375830317134,152.48108045616945,201.67001815246064
-82.907123,40.417287,OH,Ohio,0.0,0.0,18.812397874943322,135.40820080245697,149.59235527115004,139.24083120171784,336.8095062921867,273.74220427577825,263.74998930627675,527.9277275410425,827.6599567118084
-97.092877,35.007752,OK,Oklahoma,0.0,0.0,14.278598453210803,77.15497535867713,67.27367979194187,175.31086277862536,654.2377995694181,631.8722073019994,741.3246142061694,903.4435683253681,1025.3044563632131
-120.554201,43.804133,OR,Oregon,0.0,0.023709396768930826,16.33577437379334,43.1511021194541,41.08838460055712,104.62956794129174,233.22933601597254,194.8912414406114,161.1290604416539,270.5716359270386,323.60955649913683
-77.194525,41.203322,PA,Pennsylvania,0.0,0.0,37.83005906347834,319.6378312776241,207.1474987207066,116.85684154235722,200.70318760623837,164.73221465820663,194.8291003843231,383.22170094037733,527.1524604497005
-71.477429,41.580095,RI,Rhode Island,0.0,0.0,49.08619441342469,764.7062710445259,595.3589003182107,177.93745474866452,208.52192972933682,276.29863663095017,264.21588108303024,767.066184237479,1100.0971340270219
-81.163725,33.836081,SC,South Carolina,0.0,0.0,21.034378681744606,97.34469617073312,111.98912971277876,476.58502686301864,1021.9445088618246,582.203633761751,562.2763276422035,556.8380764594809,413.46246849213225
-99.901813,43.969515,SD,South Dakota,0.0,0.0,12.208093740073858,264.62173560660096,287.5684303217398,200.19012975621115,226.07581000136776,536.364859228245,1003.7765964060728,2668.0336717311416,2406.803073274561
-86.58044699999999,35.517491,TN,Tennessee,0.0,0.0,32.78580982121703,124.40743199690036,181.92536901241644,297.98625719596544,914.4590546382329,717.1291872194207,603.3819024086954,944.9605472052697,879.418213681479
-99.901813,31.968598999999998,TX,Texas,0.0,0.0,11.263668794888488,85.60181358172908,124.84531854714123,330.0434292719024,899.9898985652479,662.2423371098812,469.0252384467987,522.9328951929414,479.0921855418016
-111.093731,39.32098,UT,Utah,0.0,0.0,29.133257516162097,119.12195980109533,161.9172802638088,399.31901790354084,563.045429790409,374.1471348033879,631.6364718439854,1298.020747620524,1381.8334488474272
-78.656894,37.431573,VA,Virginia,0.0,0.0,17.38617183091034,180.62170560454496,333.8637053001698,203.72516305101072,328.2049984306754,361.00909622484585,317.5670981459944,394.4927074733241,309.7761249198789
-72.577841,44.558803000000005,VT,Vermont,0.0,0.0,46.955955954351765,91.82854184929542,18.429812063994717,36.378846421972185,33.01340247985141,34.45573559790317,20.192663652724647,64.42421260631197,151.76549586611304
-120.74013899999999,47.751073999999996,WA,Washington,0.013132160885254724,0.07879296531152835,64.20313456801034,123.84940930883731,96.8496865287536,146.05589336580303,301.7639249822683,247.30485379111695,169.23415732827763,262.36744232650415,349.57812276548077
-88.787868,43.784440000000004,WI,Wisconsin,0.0,0.0,23.20335447340408,94.51373772549418,198.35347210462155,227.7226328370575,434.04528071936926,405.912716228299,833.9295902710104,1867.724048052756,1791.0894309836744
-80.454903,38.597626,WV,West Virginia,0.0,0.0,9.039437055107644,53.734431383139885,49.382109838088056,49.94009977976137,208.52084120331648,201.32277095573076,312.3627693487197,480.5409377690558,606.2002726338854
-107.29028400000001,43.075967999999996,WY,Wyoming,0.0,0.0,20.73401882303342,75.85195219426393,59.43752062602914,100.90555827209597,214.07874434782005,192.8263750542108,363.8820303442365,1269.958652910797,1927.3998330911484
