event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1164223,true,1995-08-18 00:00:00.000,-116.27,43.46,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164224,true,1995-08-18 16:10:00.000,-116.25,43.452,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164225,true,1995-08-18 20:15:00.000,-116.294,43.453,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164226,true,1995-08-18 21:55:00.000,-116.283,43.446,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164227,true,1995-08-19 21:49:00.000,-116.345,43.524,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164228,true,1995-08-20 01:28:00.000,-116.253,43.398,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164229,true,1995-08-20 03:08:00.000,-116.269,43.45,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164230,true,1995-08-21 08:12:00.000,-116.184,43.414,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164231,true,1995-08-21 09:54:00.000,-116.139,43.439,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164232,true,1995-08-21 11:35:00.000,-116.189,43.447,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164233,true,1995-08-22 14:41:00.000,-116.268,43.44,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164234,true,1995-08-22 16:20:00.000,-116.29,43.437,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164235,true,1995-08-22 19:32:00.000,-116.258,43.424,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164236,true,1995-08-29 17:06:00.000,-116.134,43.37,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164237,true,1995-08-29 19:54:00.000,-116.177,43.51,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164238,true,1995-08-29 21:38:00.000,-116.332,43.459,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164239,true,1995-09-05 20:21:00.000,-116.223,43.481,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164240,true,1995-09-05 22:01:00.000,-116.35,43.486,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164241,true,1995-09-06 00:19:00.000,-116.3,43.398,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164242,true,1995-09-06 02:00:00.000,-116.209,43.46,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164243,true,1995-09-13 02:48:00.000,-116.285,43.456,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164244,true,1995-09-13 04:28:00.000,-116.25,43.545,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164245,true,1995-09-20 03:35:00.000,-113.336,42.456,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164246,true,1995-09-20 07:50:00.000,-113.233,42.532,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164247,true,1995-09-20 09:30:00.000,-113.262,42.394,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164248,true,1995-09-27 08:17:00.000,-103.616,37.847,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164249,true,1995-09-27 10:00:00.000,-103.604,37.804,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164250,true,1995-09-27 13:19:00.000,-103.617,37.812,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164251,true,1995-10-04 10:20:00.000,-102.449,36.076,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164252,true,1995-10-04 14:09:00.000,-102.315,36.053,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164253,true,1995-10-04 15:48:00.000,-102.332,36.05,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164254,true,1995-10-08 01:58:00.000,-102.788,33.273,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164255,true,1995-10-11 15:00:00.000,-102.462,32.215,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164256,true,1995-10-11 20:31:00.000,-102.351,32.126,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164257,true,1995-10-15 08:25:00.000,-99.303,25.816,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164258,true,1995-10-15 10:07:00.000,-99.392,25.78,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164259,true,1995-10-18 20:46:00.000,-95.236,16.427,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164260,true,1995-10-22 14:21:00.000,-89.274,14.004,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164261,true,1995-10-26 00:22:00.000,-84.454,10.996,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164262,true,1995-11-02 01:06:00.000,-76.343,7.425,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164263,true,1995-11-05 19:12:00.000,-75.43,2.828,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164264,true,1995-11-16 10:22:00.000,-67.656,-10.476,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164265,true,1995-11-19 23:24:00.000,-66.479,-18.583,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164266,true,1995-11-20 05:30:00.000,-62.478,-17.958,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164267,true,1995-11-23 12:55:00.000,-62.266,-27.987,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164268,true,1995-11-23 17:28:00.000,-62.295,-29.329,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164269,true,1995-11-23 19:04:00.000,-62.039,-29.179,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164270,true,1995-11-27 04:20:00.000,-62.233,-31.674,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164271,true,1995-11-27 05:56:00.000,-62.244,-31.681,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164272,true,1995-11-30 17:49:00.000,-63.814,-33.47,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164273,true,1995-11-30 19:33:00.000,-63.637,-33.522,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164274,true,1995-11-30 22:45:00.000,-63.677,-33.529,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164275,true,1995-12-04 06:26:00.000,-64.657,-34.013,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164276,true,1995-12-04 10:38:00.000,-64.636,-33.999,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164277,true,1995-12-07 23:30:00.000,-64.32,-34.857,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164278,true,1995-12-14 22:34:00.000,-64.595,-34.765,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164279,true,1995-12-15 00:20:00.000,-64.456,-34.836,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164280,true,1995-12-15 04:29:00.000,-64.39,-34.937,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164281,true,1995-12-15 06:04:00.000,-64.483,-34.846,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164282,true,1995-12-22 04:47:00.000,-64.944,-34.525,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164283,true,1995-12-22 06:30:00.000,-64.914,-34.557,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164284,true,1995-12-29 06:53:00.000,-65.006,-34.59,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164285,true,1995-12-29 09:52:00.000,-65.072,-34.551,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164286,true,1995-12-29 11:30:00.000,-65.032,-34.639,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164287,true,1996-01-05 10:41:00.000,-59.865,-36.3,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164288,true,1996-01-12 16:46:00.000,-58.797,-36.077,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164289,true,1996-01-12 18:28:00.000,-58.778,-36.103,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164290,true,1996-01-19 22:55:00.000,-58.913,-36.134,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164291,true,1996-01-26 23:43:00.000,-58.821,-36.151,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164292,true,1996-02-02 22:51:00.000,-58.649,-36.163,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164293,true,1996-02-03 00:27:00.000,-58.746,-36.129,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164294,true,1996-02-03 03:48:00.000,-58.76,-36.15,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164295,true,1996-02-10 04:11:00.000,-63.141,-35.283,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164296,true,1996-02-10 05:49:00.000,-63.188,-35.324,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164297,true,1996-02-10 09:16:00.000,-63.144,-35.315,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164298,true,1996-02-17 06:12:00.000,-64.169,-34.595,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1164299,true,1996-02-17 10:04:00.000,-64.214,-34.582,"argos-doppler-shift","Buteo swainsoni","#204651","SW1","Swainson's Hawks"
1162624,true,1996-08-11 00:00:00.000,-111.67,51.28,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162625,true,1996-08-11 15:44:00.000,-111.598,51.32,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162626,true,1996-08-14 18:31:00.000,-111.637,51.328,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162627,true,1996-08-14 20:12:00.000,-111.64,51.273,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162628,true,1996-08-14 21:53:00.000,-111.652,51.29,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162629,true,1996-08-15 00:23:00.000,-111.67,51.272,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162630,true,1996-08-17 21:21:00.000,-111.873,51.256,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162631,true,1996-08-17 23:19:00.000,-111.503,51.192,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162632,true,1996-08-18 01:01:00.000,-111.664,51.251,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162633,true,1996-08-18 02:40:00.000,-111.633,51.287,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162634,true,1996-08-21 03:13:00.000,-111.595,51.32,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162635,true,1996-08-24 08:32:00.000,-111.631,51.292,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162636,true,1996-08-27 09:41:00.000,-111.626,51.282,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162637,true,1996-08-27 11:20:00.000,-111.653,51.29,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162638,true,1996-08-30 09:07:00.000,-111.64,51.285,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162639,true,1996-08-30 12:27:00.000,-111.632,51.148,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162640,true,1996-08-30 15:28:00.000,-111.645,51.278,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162641,true,1996-09-02 12:40:00.000,-111.842,51.306,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162642,true,1996-09-02 14:24:00.000,-111.489,51.276,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162643,true,1996-09-02 16:01:00.000,-111.368,51.365,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162644,true,1996-09-08 19:03:00.000,-111.332,51.32,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162645,true,1996-09-11 20:09:00.000,-111.682,51.256,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162646,true,1996-09-11 21:54:00.000,-111.747,51.189,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162647,true,1996-09-12 00:12:00.000,-111.645,51.286,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162648,true,1996-09-12 01:54:00.000,-111.699,51.337,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162649,true,1996-09-14 22:58:00.000,-111.731,51.248,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162650,true,1996-09-15 00:48:00.000,-111.621,51.296,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162651,true,1996-09-15 02:28:00.000,-111.665,51.282,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162652,true,1996-09-18 08:59:00.000,-111.635,51.274,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162653,true,1996-09-24 13:01:00.000,-102.099,47.876,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162654,true,1996-09-27 10:48:00.000,-99.019,42.131,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162655,true,1996-09-27 13:39:00.000,-98.928,42.769,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162656,true,1996-09-27 15:17:00.000,-98.35,42.459,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162657,true,1996-09-30 14:12:00.000,-98.292,37.921,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162658,true,1996-10-03 14:49:00.000,-100.884,37.177,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162659,true,1996-10-03 19:27:00.000,-100.656,36.522,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162660,true,1996-10-06 18:54:00.000,-99.773,37.624,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162661,true,1996-10-06 20:37:00.000,-99.634,37.23,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162662,true,1996-10-06 23:23:00.000,-99.682,37.269,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162663,true,1996-10-09 21:41:00.000,-97.684,29.582,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162664,true,1996-10-09 23:54:00.000,-97.58,29.608,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162665,true,1996-10-10 01:32:00.000,-97.945,29.598,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162666,true,1996-10-13 02:08:00.000,-98.058,23.126,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162667,true,1996-10-16 00:59:00.000,-93.437,15.891,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162668,true,1996-10-19 08:34:00.000,-89.082,13.964,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162669,true,1996-10-22 11:17:00.000,-84.256,10.7,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162670,true,1996-10-25 13:32:00.000,-79.407,8.833,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162671,true,1996-10-28 10:46:00.000,-75.514,7.443,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162672,true,1996-10-31 11:25:00.000,-73.961,1.569,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162673,true,1996-10-31 17:33:00.000,-73.886,1.07,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162674,true,1996-11-03 18:36:00.000,-71.132,-5.265,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162675,true,1996-11-06 18:03:00.000,-67.076,-11.061,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162676,true,1996-11-06 21:50:00.000,-66.917,-11.808,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162677,true,1996-11-09 19:08:00.000,-64.615,-16.972,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162678,true,1996-11-09 22:21:00.000,-64.336,-17.14,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162679,true,1996-11-10 00:02:00.000,-64.398,-17.075,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162680,true,1996-11-12 20:16:00.000,-63.091,-25.876,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162681,true,1996-11-12 22:56:00.000,-63.001,-25.529,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162682,true,1996-11-13 00:30:00.000,-62.873,-25.545,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162683,true,1996-11-15 23:26:00.000,-62.11,-32.066,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162684,true,1996-11-16 01:09:00.000,-61.559,-31.732,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162685,true,1996-11-16 05:21:00.000,-61.883,-32.126,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162686,true,1996-11-19 04:47:00.000,-62.276,-33.313,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162687,true,1996-11-19 06:32:00.000,-62.234,-33.241,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162688,true,1996-11-25 07:09:00.000,-63.402,-33.568,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162689,true,1996-11-25 10:47:00.000,-63.675,-33.524,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162690,true,1996-11-28 09:42:00.000,-63.803,-34.602,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162691,true,1996-11-28 11:23:00.000,-63.864,-34.648,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162692,true,1996-12-01 11:56:00.000,-63.586,-35.589,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162693,true,1996-12-01 18:27:00.000,-63.353,-35.54,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162694,true,1996-12-04 17:51:00.000,-62.931,-35.593,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162695,true,1996-12-04 19:33:00.000,-62.986,-35.581,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162696,true,1996-12-10 22:39:00.000,-63.129,-35.512,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162697,true,1996-12-11 00:21:00.000,-63.215,-35.455,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162698,true,1996-12-13 21:30:00.000,-63.478,-35.35,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162699,true,1996-12-13 23:12:00.000,-63.411,-35.34,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162700,true,1996-12-17 04:46:00.000,-63.807,-35.427,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162701,true,1996-12-17 06:28:00.000,-63.796,-35.437,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162702,true,1996-12-20 04:14:00.000,-63.678,-35.304,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162703,true,1996-12-20 07:34:00.000,-63.641,-35.326,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162704,true,1996-12-20 10:01:00.000,-63.671,-35.328,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162705,true,1996-12-23 07:03:00.000,-63.967,-35.354,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162706,true,1996-12-23 08:58:00.000,-63.966,-35.37,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162707,true,1996-12-23 10:37:00.000,-64.103,-35.337,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162708,true,1996-12-29 16:41:00.000,-64.052,-35.162,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162709,true,1996-12-29 18:24:00.000,-64.272,-35.303,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162710,true,1997-01-01 17:49:00.000,-64.189,-33.436,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162711,true,1997-01-04 18:58:00.000,-61.788,-31.899,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162712,true,1997-01-07 22:26:00.000,-62.093,-32.007,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162713,true,1997-01-08 00:09:00.000,-62.088,-31.995,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162714,true,1997-01-11 05:16:00.000,-62.13,-32.019,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162715,true,1997-01-11 06:57:00.000,-62.112,-32.051,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162716,true,1997-01-14 04:41:00.000,-62.258,-31.987,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162717,true,1997-01-14 06:23:00.000,-62.251,-31.983,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162718,true,1997-01-14 09:13:00.000,-62.132,-31.931,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162719,true,1997-01-17 07:32:00.000,-62.18,-32.037,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162720,true,1997-01-17 09:48:00.000,-62.136,-32.07,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162721,true,1997-01-17 11:25:00.000,-61.975,-32.02,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162722,true,1997-01-20 10:23:00.000,-62.041,-31.591,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162723,true,1997-01-23 18:51:00.000,-61.838,-31.216,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162724,true,1997-01-26 22:12:00.000,-61.761,-30.903,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162725,true,1997-01-29 19:26:00.000,-61.761,-30.951,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162726,true,1997-01-29 22:48:00.000,-61.723,-30.953,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162727,true,1997-01-30 00:25:00.000,-61.753,-30.957,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162728,true,1997-02-02 00:57:00.000,-61.682,-31.031,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162729,true,1997-02-02 04:34:00.000,-61.666,-30.884,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162730,true,1997-02-05 04:04:00.000,-61.983,-31.316,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162731,true,1997-02-05 05:44:00.000,-61.932,-31.253,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162732,true,1997-02-05 07:22:00.000,-62.021,-31.278,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162733,true,1997-02-08 05:08:00.000,-62.059,-31.138,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162734,true,1997-02-08 06:52:00.000,-61.996,-31.175,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162735,true,1997-02-08 08:26:00.000,-62.002,-31.216,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162736,true,1997-02-08 10:07:00.000,-62.068,-31.154,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162737,true,1997-02-11 06:17:00.000,-63.536,-31.067,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162738,true,1997-02-11 09:03:00.000,-63.558,-31.059,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162739,true,1997-02-11 10:41:00.000,-63.509,-31.077,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162740,true,1997-02-11 12:23:00.000,-63.322,-31.049,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162741,true,1997-02-14 09:32:00.000,-63.15,-31.36,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162742,true,1997-02-14 11:14:00.000,-63.193,-31.346,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
1162743,true,1997-02-17 17:41:00.000,-63.514,-31.025,"argos-doppler-shift","Buteo swainsoni","#204653","SW10","Swainson's Hawks"
