event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1161588,true,1997-10-24 01:35:00.000,-95.94,18.067,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161589,true,1997-10-26 13:17:00.000,-92.708,15.392,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161590,true,1997-10-26 19:03:00.000,-91.203,14.38,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161591,true,1997-10-29 12:13:00.000,-87.124,13.333,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161592,true,1997-12-06 20:49:00.000,-63.187,-33.055,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161593,true,1997-12-06 21:17:00.000,-63.118,-32.933,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161594,true,1997-12-06 22:28:00.000,-63.088,-32.973,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161595,true,1997-12-06 23:40:00.000,-63.096,-32.974,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161596,true,1997-12-07 01:18:00.000,-63.093,-32.979,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161597,true,1997-12-12 21:59:00.000,-65.059,-34.512,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161598,true,1997-12-12 23:35:00.000,-65.091,-34.545,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161599,true,1997-12-13 01:47:00.000,-65.107,-34.537,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161600,true,1997-12-18 23:06:00.000,-65.183,-33.865,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161601,true,1997-12-24 22:34:00.000,-65.185,-33.921,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161602,true,1997-12-25 05:23:00.000,-65.251,-33.93,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161603,true,1997-12-30 23:41:00.000,-65.352,-33.909,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161604,true,1997-12-31 01:22:00.000,-65.313,-33.899,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161605,true,1997-12-31 05:57:00.000,-65.35,-33.896,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161606,true,1998-01-06 01:49:00.000,-63.604,-33.279,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161607,true,1998-01-06 04:52:00.000,-63.618,-33.276,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161608,true,1998-01-06 06:32:00.000,-63.585,-33.272,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161609,true,1998-01-12 00:33:00.000,-64.545,-33.881,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161610,true,1998-01-12 02:12:00.000,-64.581,-33.896,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161611,true,1998-01-12 05:29:00.000,-64.546,-33.886,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161612,true,1998-01-12 07:09:00.000,-64.55,-33.853,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161613,true,1998-01-18 00:58:00.000,-63.873,-33.09,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161614,true,1998-01-18 06:03:00.000,-63.814,-33.078,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161615,true,1998-01-18 07:42:00.000,-63.782,-33.081,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161616,true,1998-01-24 04:53:00.000,-62.54,-32.874,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161617,true,1998-01-24 06:36:00.000,-62.409,-32.808,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161618,true,1998-01-24 08:51:00.000,-62.425,-32.869,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161619,true,1998-01-30 05:30:00.000,-62.172,-32.198,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161620,true,1998-01-30 07:07:00.000,-62.175,-32.176,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161621,true,1998-01-30 08:22:00.000,-62.205,-32.062,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161622,true,1998-02-05 06:05:00.000,-62.568,-32.002,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161623,true,1998-02-05 07:41:00.000,-62.608,-31.97,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161624,true,1998-02-05 09:29:00.000,-62.53,-32.022,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161625,true,1998-02-11 02:45:00.000,-62.196,-31.972,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161626,true,1998-02-11 04:55:00.000,-62.283,-32.142,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161627,true,1998-02-11 06:38:00.000,-62.289,-32.057,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161628,true,1998-02-11 08:21:00.000,-62.262,-32.095,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161629,true,1998-02-11 08:53:00.000,-62.35,-32.045,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161630,true,1998-02-17 05:31:00.000,-62.317,-31.938,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161631,true,1998-02-17 07:10:00.000,-62.309,-31.931,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161632,true,1998-02-17 08:26:00.000,-62.304,-31.942,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161633,true,1998-02-17 10:03:00.000,-62.373,-31.908,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161634,true,1998-02-23 06:07:00.000,-61.896,-31.663,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161635,true,1998-02-23 07:50:00.000,-61.9,-31.662,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161636,true,1998-02-23 09:33:00.000,-61.885,-31.685,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161637,true,1998-03-01 04:59:00.000,-61.554,-23.724,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161638,true,1998-03-01 06:39:00.000,-61.684,-23.855,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161639,true,1998-03-01 09:00:00.000,-61.731,-23.849,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161640,true,1998-03-07 05:29:00.000,-62.367,-15.981,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161641,true,1998-03-07 07:10:00.000,-62.428,-15.859,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161642,true,1998-03-07 08:25:00.000,-62.467,-15.869,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161643,true,1998-03-07 10:04:00.000,-62.34,-15.871,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161644,true,1998-03-13 06:02:00.000,-65.191,-9.43,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161645,true,1998-03-13 07:44:00.000,-65.199,-9.396,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161646,true,1998-03-13 09:30:00.000,-65.199,-9.363,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161647,true,1998-03-19 06:34:00.000,-67.884,-1.504,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161648,true,1998-04-06 09:55:00.000,-96.271,18.496,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161649,true,1998-04-12 08:44:00.000,-100.992,33.032,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161650,true,1998-04-12 10:25:00.000,-101.029,33.023,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161651,true,1998-04-12 11:40:00.000,-100.952,33.023,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161652,true,1998-04-18 07:38:00.000,-99.529,32.208,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161653,true,1998-04-18 09:19:00.000,-99.392,32.544,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161654,true,1998-04-18 11:01:00.000,-99.606,32.683,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161655,true,1998-04-18 12:47:00.000,-99.588,32.539,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161656,true,1998-04-18 13:29:00.000,-99.866,32.537,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161657,true,1998-04-24 09:53:00.000,-110.601,33.927,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161658,true,1998-04-24 11:35:00.000,-110.69,34.024,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161659,true,1998-04-24 13:57:00.000,-110.501,33.908,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161660,true,1998-04-30 10:25:00.000,-116.48,43.565,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161661,true,1998-04-30 15:00:00.000,-116.508,43.474,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161662,true,1998-04-30 16:00:00.000,-116.483,43.433,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161663,true,1998-05-06 12:37:00.000,-116.235,43.424,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161664,true,1998-05-06 12:49:00.000,-116.403,43.47,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161665,true,1998-05-06 14:31:00.000,-116.31,43.474,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161666,true,1998-05-06 16:09:00.000,-116.272,43.491,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161667,true,1998-05-06 16:27:00.000,-116.456,43.487,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161668,true,1998-05-12 11:33:00.000,-116.376,43.457,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161669,true,1998-05-12 12:17:00.000,-116.453,43.377,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161670,true,1998-05-12 13:13:00.000,-116.316,43.306,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161671,true,1998-05-12 13:58:00.000,-116.455,43.502,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161672,true,1998-05-12 15:35:00.000,-116.449,43.49,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161673,true,1998-05-18 12:07:00.000,-116.387,43.462,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161674,true,1998-05-18 17:18:00.000,-116.493,43.515,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161675,true,1998-05-18 18:56:00.000,-116.421,43.518,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161676,true,1998-05-24 14:35:00.000,-116.336,43.48,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161677,true,1998-05-24 16:03:00.000,-116.429,43.484,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161678,true,1998-05-24 17:41:00.000,-116.427,43.444,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161679,true,1998-05-30 15:39:00.000,-116.341,43.429,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161680,true,1998-05-30 16:27:00.000,-116.305,43.495,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161681,true,1998-05-30 21:23:00.000,-116.386,43.484,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161682,true,1998-06-05 18:32:00.000,-116.467,43.583,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161683,true,1998-06-05 20:18:00.000,-116.404,43.437,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161684,true,1998-06-05 21:57:00.000,-116.376,43.474,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161685,true,1998-06-11 17:19:00.000,-116.419,43.467,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161686,true,1998-06-11 20:51:00.000,-116.389,43.345,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161687,true,1998-06-11 22:34:00.000,-116.404,43.468,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161688,true,1998-06-17 17:45:00.000,-116.451,43.567,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161689,true,1998-06-23 18:12:00.000,-116.462,43.579,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161690,true,1998-06-23 20:18:00.000,-116.333,43.641,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161691,true,1998-06-23 22:03:00.000,-116.532,43.478,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1161692,true,1998-06-24 00:56:00.000,-116.104,43.556,"argos-doppler-shift","Buteo swainsoni","#204669","SW20","Swainson's Hawks"
1162905,true,1996-08-30 00:00:00.000,-104.84,39.83,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162906,true,1996-09-01 00:49:00.000,-104.807,39.833,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162907,true,1996-09-01 02:27:00.000,-104.799,39.822,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162908,true,1996-09-02 08:36:00.000,-104.786,39.812,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162909,true,1996-09-09 13:31:00.000,-104.692,39.936,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162910,true,1996-09-16 14:19:00.000,-104.868,39.958,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162911,true,1996-09-23 15:05:00.000,-103.312,39.577,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162912,true,1996-09-23 19:37:00.000,-103.227,39.535,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162913,true,1996-09-23 21:18:00.000,-103.29,39.552,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162914,true,1996-09-29 08:45:00.000,-103.167,39.633,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162915,true,1996-09-29 14:36:00.000,-103.184,39.624,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162916,true,1996-10-05 01:44:00.000,-102.755,38.908,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162917,true,1996-10-08 00:38:00.000,-101.88,33.846,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162918,true,1996-10-13 14:32:00.000,-98.278,22.701,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162919,true,1996-10-13 20:53:00.000,-97.325,20.538,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162920,true,1996-10-16 13:29:00.000,-93.563,15.978,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162921,true,1996-10-19 08:36:00.000,-89.653,14.02,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162922,true,1996-11-05 11:18:00.000,-74.027,-0.289,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162923,true,1996-11-08 10:09:00.000,-72.242,-2.99,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162924,true,1996-11-11 06:09:00.000,-69.989,-6.537,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162925,true,1996-11-13 22:36:00.000,-67.79,-9.217,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162926,true,1996-11-16 21:31:00.000,-66.552,-9.872,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162927,true,1996-11-19 17:21:00.000,-62.962,-15.312,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162928,true,1996-11-22 10:09:00.000,-62.422,-17.119,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162929,true,1996-11-28 19:03:00.000,-62.384,-17.438,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162930,true,1996-12-05 00:52:00.000,-62.033,-31.597,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162931,true,1996-12-05 05:15:00.000,-62.012,-31.607,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162932,true,1996-12-11 05:51:00.000,-64.029,-34.182,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162933,true,1996-12-11 09:57:00.000,-64.017,-34.225,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162934,true,1996-12-23 21:06:00.000,-60.359,-36.082,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162935,true,1996-12-23 22:56:00.000,-60.001,-36.459,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162936,true,1996-12-24 00:34:00.000,-60.049,-36.456,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162937,true,1996-12-24 03:32:00.000,-60.069,-36.477,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162938,true,1996-12-30 04:05:00.000,-63.248,-36.817,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162939,true,1996-12-30 05:45:00.000,-63.251,-36.82,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162940,true,1996-12-30 07:28:00.000,-63.245,-36.822,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162941,true,1996-12-30 09:40:00.000,-63.223,-36.835,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162942,true,1996-12-30 11:23:00.000,-63.236,-36.829,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162943,true,1997-01-05 17:04:00.000,-63.015,-36.756,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162944,true,1997-01-11 19:21:00.000,-62.999,-36.669,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162945,true,1997-01-11 22:38:00.000,-62.981,-36.618,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162946,true,1997-01-12 00:19:00.000,-62.974,-36.641,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162947,true,1997-01-18 05:42:00.000,-63.114,-36.678,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162948,true,1997-01-18 09:26:00.000,-63.097,-36.685,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162949,true,1997-01-24 12:17:00.000,-63.193,-37.026,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162950,true,1997-01-24 17:00:00.000,-62.21,-37.12,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162951,true,1997-01-30 19:15:00.000,-62.667,-36.389,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162952,true,1997-01-30 22:24:00.000,-62.23,-36.569,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162953,true,1997-01-31 00:04:00.000,-62.237,-36.501,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162954,true,1997-02-06 03:50:00.000,-63.361,-34.186,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162955,true,1997-02-06 05:32:00.000,-63.373,-34.205,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162956,true,1997-02-06 07:11:00.000,-63.342,-34.319,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162957,true,1997-02-06 09:08:00.000,-63.339,-34.227,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162958,true,1997-02-18 17:27:00.000,-63.898,-33.445,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162959,true,1997-02-18 19:08:00.000,-63.924,-33.412,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162960,true,1997-02-18 23:49:00.000,-63.896,-33.352,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162961,true,1997-02-25 05:24:00.000,-63.8,-33.426,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162962,true,1997-02-25 07:08:00.000,-63.815,-33.405,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162963,true,1997-03-03 10:06:00.000,-63.762,-33.071,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162964,true,1997-03-09 17:19:00.000,-64.128,-33.423,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162965,true,1997-03-09 19:05:00.000,-64.372,-33.486,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162966,true,1997-03-16 05:17:00.000,-63.483,-29.151,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162967,true,1997-03-22 07:34:00.000,-63.448,-21.794,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162968,true,1997-03-22 09:42:00.000,-63.438,-21.798,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162969,true,1997-03-22 11:22:00.000,-63.391,-21.794,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162970,true,1997-03-28 17:21:00.000,-65.881,-14.676,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162971,true,1997-03-28 19:01:00.000,-66.261,-14.398,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162972,true,1997-04-03 19:41:00.000,-74.431,-1.066,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162973,true,1997-04-03 22:57:00.000,-74.331,-0.502,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162974,true,1997-04-04 00:32:00.000,-74.325,-0.501,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162975,true,1997-04-22 19:39:00.000,-86.652,12.64,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162976,true,1997-04-22 21:17:00.000,-86.457,12.499,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162977,true,1997-04-22 22:42:00.000,-86.812,12.606,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162978,true,1997-05-05 09:25:00.000,-97.391,20.737,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162979,true,1997-05-05 13:31:00.000,-97.371,20.659,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162980,true,1997-05-11 19:37:00.000,-100.694,35.524,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162981,true,1997-05-11 21:21:00.000,-100.955,35.642,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162982,true,1997-05-17 23:45:00.000,-104.79,39.833,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162983,true,1997-05-18 01:23:00.000,-104.827,39.816,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162984,true,1997-05-24 09:11:00.000,-104.775,39.812,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162985,true,1997-05-30 14:19:00.000,-104.852,39.833,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162986,true,1997-06-05 21:44:00.000,-104.725,39.846,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162987,true,1997-06-05 23:27:00.000,-104.821,39.938,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162988,true,1997-06-12 09:03:00.000,-104.777,39.818,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162989,true,1997-06-12 10:49:00.000,-104.936,39.896,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162990,true,1997-06-18 14:02:00.000,-104.793,39.828,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1162991,true,1997-06-24 20:00:00.000,-104.748,39.865,"argos-doppler-shift","Buteo swainsoni","#204671","SW21","Swainson's Hawks"
1161693,true,1996-08-29 00:00:00.000,-104.84,39.83,"argos-doppler-shift","Buteo swainsoni","#204673","SW22","Swainson's Hawks"
1161694,true,1996-08-29 19:07:00.000,-104.788,39.801,"argos-doppler-shift","Buteo swainsoni","#204673","SW22","Swainson's Hawks"
1161695,true,1996-08-29 20:47:00.000,-104.691,39.851,"argos-doppler-shift","Buteo swainsoni","#204673","SW22","Swainson's Hawks"
1161696,true,1996-08-31 01:08:00.000,-105.545,39.068,"argos-doppler-shift","Buteo swainsoni","#204673","SW22","Swainson's Hawks"
1161697,true,1996-09-01 08:50:00.000,-103.344,39.556,"argos-doppler-shift","Buteo swainsoni","#204673","SW22","Swainson's Hawks"
